,id,release_date,original_title,title,Wikipedia movie ID
44,9038,2007-10-05,The Heartbreak Kid,The Heartbreak Kid,11530657.0
45,9313,1998-03-12,The Man in the Iron Mask,The Man in the Iron Mask,5169996.0
46,10510,1994-11-18,Miracle on 34th Street,Miracle on 34th Street,20700559.0
47,4858,2007-08-17,The Invasion,The Invasion,7883438.0
48,12185,1978-06-28,Heaven Can Wait,Heaven Can Wait,103018.0
49,9030,2008-02-01,The Eye,The Eye,10398987.0
50,121518,1988-05-20,I Saw What You Did,I Saw What You Did,4237665.0
51,10141,1988-12-14,Dirty Rotten Scoundrels,Dirty Rotten Scoundrels,446934.0
52,16007,2006-06-17,デスノート,Death Note,10736919.0
53,11377,1999-10-29,House on Haunted Hill,House on Haunted Hill,947616.0
54,791,2005-10-14,The Fog,The Fog,2918858.0
55,13515,2008-08-15,Mirrors,Mirrors,19958360.0
56,9833,2004-12-08,The Phantom of the Opera,The Phantom of the Opera,308856.0
57,5516,2004-03-25,The Ladykillers,The Ladykillers,5483227.0
58,9679,2000-06-09,Gone in Sixty Seconds,Gone in Sixty Seconds,883432.0
59,4722,1993-06-09,Body Snatchers,Body Snatchers,5735467.0
60,2135,2002-03-04,The Time Machine,The Time Machine,3759215.0
61,56715,2001-04-06,Just Visiting,Just Visiting,2932389.0
62,15855,1943-08-12,Phantom of the Opera,Phantom of the Opera,1271371.0
63,12614,1982-04-25,Victor/Victoria,Victor/Victoria,242525.0
64,574,1956-05-16,The Man Who Knew Too Much,The Man Who Knew Too Much,2345044.0
65,10200,2008-12-10,The Day the Earth Stood Still,The Day the Earth Stood Still,14733483.0
66,12219,1997-08-17,12 Angry Men,12 Angry Men,11081144.0
67,9009,2005-07-08,Dark Water,Dark Water,1952976.0
68,9599,1988-08-05,The Blob,The Blob,2521806.0
69,391,1964-09-12,Per un pugno di dollari,A Fistful of Dollars,441926.0
70,11007,2003-12-24,Cheaper by the Dozen,Cheaper by the Dozen,456588.0
71,6217,1982-04-02,Cat People,Cat People,1056696.0
72,24795,1994-07-15,Angels in the Outfield,Angels in the Outfield,2949827.0
73,11370,2001-09-07,The Musketeer,The Musketeer,1582661.0
74,28752,1961-05-01,The Curse of the Werewolf,The Curse of the Werewolf,2093581.0
75,3111,1954-10-01,A Star Is Born,A Star Is Born,3450570.0
76,9560,1995-05-27,A Walk in the Clouds,A Walk in the Clouds,2122517.0
77,14197,2008-05-26,My Sassy Girl,My Sassy Girl,9379703.0
78,6878,1993-02-03,Homeward Bound: The Incredible Journey,Homeward Bound: The Incredible Journey,1212256.0
79,9656,2006-12-15,Black Christmas,Black Christmas,5444993.0
80,8978,2005-01-19,Assault on Precinct 13,Assault on Precinct 13,1399043.0
81,806,2006-06-06,The Omen,The Omen,2425302.0
82,11838,2002-10-18,呪怨,Ju-on: The Grudge,2033359.0
83,11862,1995-12-08,Father of the Bride Part II,Father of the Bride Part II,3303622.0
84,28431,1952-11-04,The Prisoner of Zenda,The Prisoner of Zenda,9287656.0
85,320,2002-05-24,Insomnia,Insomnia,4760936.0
86,74629,1994-09-28,Attack of the 50 Ft. Woman,Attack of the 50 Ft. Woman,20964770.0
87,1534,2007-01-11,Pathfinder,Pathfinder,5858177.0
88,3079,1957-05-20,The Curse of Frankenstein,The Curse of Frankenstein,1785123.0
89,11850,1978-12-20,Invasion of the Body Snatchers,Invasion of the Body Snatchers,5735396.0
90,8879,1985-06-28,Pale Rider,Pale Rider,250012.0
91,30584,1984-08-17,Sword of the Valiant: The Legend of Sir Gawain and the Green Knight,Sword of the Valiant: The Legend of Sir Gawain and the Green Knight,16143348.0
92,16061,2008-10-04,東京残酷警察,Tokyo Gore Police,19162701.0
93,38985,1977-06-24,Sorcerer,Sorcerer,447139.0
94,2044,2006-06-16,The Lake House,The Lake House,3995423.0
95,10730,1976-09-08,King Kong,King Kong,518615.0
96,11064,1985-05-22,Brewster's Millions,Brewster's Millions,6312980.0
97,503,2006-05-03,Poseidon,Poseidon,2688309.0
98,19025,2007-10-12,भूल भुलैया,Bhool Bhulaiyaa,9307052.0
99,46845,1971-11-24,Man in the Wilderness,Man in the Wilderness,752036.0
100,18487,2009-06-10,The Taking of Pelham 1 2 3,The Taking of Pelham 1 2 3,16166559.0
101,10007,2006-05-19,See No Evil,See No Evil,1278575.0
102,1903,2001-12-14,Vanilla Sky,Vanilla Sky,54030.0
103,28768,1988-06-22,Faceless,Faceless,19873611.0
104,15301,1983-06-24,Twilight Zone: The Movie,Twilight Zone: The Movie,1318335.0
105,26688,2009-09-09,Sorority Row,Sorority Row,19457040.0
106,13184,2008-08-21,Bangkok Dangerous,Bangkok Dangerous,5884079.0
107,6933,2008-01-04,One Missed Call,One Missed Call,5191439.0
108,24070,1994-12-21,Mixed Nuts,Mixed Nuts,5057034.0
109,12085,2008-01-17,Mad Money,Mad Money,13439264.0
110,10593,1998-11-20,Il fantasma dell'Opera,The Phantom of the Opera,8602643.0
111,19185,1990-10-19,Night of the Living Dead,Night of the Living Dead,1254881.0
112,28770,1959-06-15,The Man Who Could Cheat Death,The Man Who Could Cheat Death,11089906.0
113,37254,2001-12-20,Mermaid Chronicles Part 1: She Creature,Mermaid Chronicles Part 1: She Creature,6193020.0
114,7342,2002-11-04,Carrie,Carrie,8526754.0
115,33521,1979-07-20,Dracula,Dracula,1048695.0
116,11026,2004-08-20,Exorcist: The Beginning,Exorcist: The Beginning,919546.0
117,1970,2004-10-22,The Grudge,The Grudge,1094719.0
118,11000,1996-03-08,The Birdcage,The Birdcage,239589.0
119,11846,1991-12-20,Father of the Bride,Father of the Bride,773089.0
120,28292,1936-02-20,Follow the Fleet,Follow the Fleet,2926860.0
121,479,2000-06-15,Shaft,Shaft,973155.0
122,10083,1987-08-14,No Way Out,No Way Out,886560.0
123,33788,2009-07-16,Possession,Possession,11924028.0
124,36914,1987-10-02,Like Father Like Son,Like Father Like Son,8897338.0
125,4520,2007-10-12,Sleuth,Sleuth,11671832.0
126,31676,1990-10-05,Desperate Hours,Desperate Hours,3133545.0
127,15084,2005-09-09,Salaam Namaste,Salaam Namaste,2307251.0
128,10498,1993-03-19,Point of No Return,Point of No Return,209549.0
129,10320,2005-03-10,The Ring Two,The Ring Two,30871261.0
130,10955,2002-09-02,Ripley's Game,Ripley's Game,5823793.0
131,82,2006-07-27,Miami Vice,Miami Vice,2574924.0
132,27088,1982-06-26,The Last American Virgin,The Last American Virgin,2783476.0
133,8398,2007-01-19,The Hitcher,The Hitcher,8069903.0
134,15917,2002-07-11,देवदास,Devdas,4102452.0
135,8849,2004-10-22,Alfie,Alfie,1091346.0
136,16764,2004-11-12,Toolbox Murders,Toolbox Murders,2325197.0
137,39287,1966-04-21,Stagecoach,Stagecoach,12784585.0
138,31909,1986-06-06,Invaders from Mars,Invaders from Mars,11611427.0
139,905,1929-01-30,Die Büchse der Pandora,Pandora's Box,457578.0
140,9306,1996-08-23,The Island of Dr. Moreau,The Island of Dr. Moreau,19875689.0
141,9708,2006-08-31,The Wicker Man,The Wicker Man,5515243.0
142,8408,1985-07-03,Day of the Dead,Day of the Dead,63310.0
143,11027,1981-03-20,The Postman Always Rings Twice,The Postman Always Rings Twice,5429460.0
144,8461,2008-03-14,Funny Games,Funny Games,5744162.0
145,19904,2009-10-16,The Stepfather,The Stepfather,5447784.0
146,161179,2002-09-20,Shakti: The Power,Shakti: The Power,3946917.0
147,10776,1986-12-19,Little Shop of Horrors,Little Shop of Horrors,3447166.0
148,13812,2008-10-10,Quarantine,Quarantine,16794053.0
149,42193,1968-04-10,The Charge of the Light Brigade,The Charge of the Light Brigade,5467488.0
150,27511,1924-12-22,He Who Gets Slapped,He Who Gets Slapped,2542546.0
151,38602,1980-12-01,Little Lord Fauntleroy,Little Lord Fauntleroy,28839628.0
152,5146,2003-05-23,The In-Laws,The In-Laws,8764467.0
153,13637,2007-09-15,Sukiyaki Western Django,Sukiyaki Western Django,9013587.0
154,109133,1962-05-25,The Cabinet of Caligari,The Cabinet of Caligari,9458737.0
155,26932,1977-07-13,The Island of Dr. Moreau,The Island of Dr. Moreau,5480913.0
156,30944,2000-05-28,On the Beach,On the Beach,4802267.0
157,9666,2003-08-15,呪怨2,Ju-on: The Grudge 2,3614997.0
158,91217,1990-02-02,Men Don't Leave,Men Don't Leave,15114837.0
159,18990,1959-08-01,The Mummy,The Mummy,253834.0
160,9260,2002-05-24,Welcome to Collinwood,Welcome to Collinwood,4940876.0
161,63647,2004-04-17,கில்லி,Ghilli,4780869.0
162,28969,2009-02-27,The Velveteen Rabbit,The Velveteen Rabbit,210455.0
163,34014,1988-09-09,Moon Over Parador,Moon Over Parador,3328529.0
164,1975,2006-10-12,The Grudge 2,The Grudge 2,3226774.0
165,18573,1953-04-16,House of Wax,House of Wax,961796.0
166,16345,2009-02-13,बिल्लू,Billu,16435377.0
167,9574,1997-11-26,Flubber,Flubber,1344253.0
168,9682,2006-08-11,Pulse,Pulse,2903396.0
169,8487,1999-06-30,Wild Wild West,Wild Wild West,368071.0
170,5971,1989-06-02,We're No Angels,We're No Angels,10587298.0
171,288512,1938-07-27,I'll Give a Million,I'll Give a Million,44806592.0
172,143136,1999-07-17,용가리,Yonggary,14440848.0
173,44626,1947-05-28,The Long Night,The Long Night,1662366.0
174,46500,1984-09-07,The Warrior and the Sorceress,The Warrior and the Sorceress,5893524.0
175,64255,2001-05-08,Carmen: A Hip Hopera,Carmen: A Hip Hopera,649716.0
176,25892,1965-02-22,Cinderella,Cinderella,29116221.0
177,17501,2006-10-20,डॉन,Don,3607757.0
178,31674,1989-02-10,Cousins,Cousins,576204.0
179,109235,1946-03-21,The Kid from Brooklyn,The Kid from Brooklyn,5688616.0
180,76465,1941-02-21,The Strawberry Blonde,The Strawberry Blonde,4340073.0
181,4542,1964-12-18,Emil and the Detectives,Emil and the Detectives,35284698.0
182,46330,1962-06-25,The Phantom of the Opera,The Phantom of the Opera,4029751.0
183,46918,1959-11-17,浮草,Floating Weeds,1059662.0
184,10461,2000-10-06,Get Carter,Get Carter,1693867.0
185,36174,2002-12-26,"Goodbye, Mr. Chips","Goodbye, Mr. Chips",1126798.0
186,121230,1946-05-05,The Virginian,The Virginian,8949502.0
187,43120,1958-11-15,Missile to the Moon,Missile to the Moon,879006.0
188,13440,2002-10-25,The Truth About Charlie,The Truth About Charlie,5971762.0
189,20483,2004-02-06,Catch That Kid,Catch That Kid,443917.0
190,8333,1974-10-02,The Taking of Pelham One Two Three,The Taking of Pelham One Two Three,955409.0
191,418956,1939-04-07,The Ugly Duckling,The Ugly Duckling,15356947.0
192,46717,1994-01-21,Intersection,Intersection,1977161.0
193,11103,1996-11-07,Head Above Water,Head Above Water,2182638.0
194,29070,1966-03-02,Blood Bath,Blood Bath,3803362.0
195,9941,1986-01-31,Down and Out in Beverly Hills,Down and Out in Beverly Hills,1472852.0
196,22998,1983-12-16,To Be or Not to Be,To Be or Not to Be,4057650.0
197,25338,1978-09-07,The Silent Partner,The Silent Partner,5478740.0
198,31696,1991-04-26,A Kiss Before Dying,A Kiss Before Dying,1667210.0
199,29705,1935-10-27,The Tunnel,The Tunnel,16613205.0
200,222858,1995-09-12,A Bucket of Blood,A Bucket of Blood,5590094.0
201,8617,2008-04-10,Prom Night,Prom Night,11901104.0
202,151848,1936-10-14,The Garden of Allah,The Garden of Allah,7509120.0
203,43366,1952-02-22,The Belle of New York,The Belle of New York,2814516.0
204,2020,1999-11-05,The Bachelor,The Bachelor,3755662.0
205,9822,1998-12-25,Mighty Joe Young,Mighty Joe Young,6121312.0
206,69928,1983-12-18,The Man Who Loved Women,The Man Who Loved Women,3375303.0
207,131758,1955-07-22,"How To Be Very, Very Popular","How To Be Very, Very Popular",26212916.0
208,45437,1991-08-17,黑貓,Black Cat,35622654.0
209,2212,1997-01-31,Nightwatch,Nightwatch,1624928.0
210,28637,1932-09-06,Unheimliche Geschichten,The Living Dead,30275.0
211,25166,2000-03-03,Drowning Mona,Drowning Mona,1939585.0
212,1815,1978-03-13,The Big Sleep,The Big Sleep,1645634.0
213,74837,1969-01-19,In the Year 2889,In the Year 2889,4034523.0
214,19058,2001-09-06,Down,Down,570743.0
215,77109,1978-02-28,Legacy of Blood,Legacy of Blood,6504082.0
216,43340,1954-12-01,Young at Heart,Young at Heart,2771792.0
217,33738,1949-03-09,Take Me Out to the Ball Game,Take Me Out to the Ball Game,30689.0
218,74484,1932-01-09,The Woman from Monte Carlo,The Woman from Monte Carlo,24226493.0
219,5319,1999-06-18,हम दिल दे चुके सनम,Hum Dil De Chuke Sanam,1765978.0
220,112257,1945-11-23,A Game of Death,A Game of Death,26724027.0
221,43794,1941-07-04,Moon Over Miami,Moon Over Miami,2748481.0
222,43453,1948-12-22,The Dark Past,The Dark Past,3794728.0
223,16487,1995-12-25,The Spirit of Christmas,The Spirit of Christmas,23684068.0
224,10389,2002-05-09,見鬼,The Eye,3511710.0
225,86962,1989-11-04,The Phantom of the Opera,The Phantom of the Opera,1673325.0
226,110683,1983-04-21,The Wicked Lady,The Wicked Lady,23205095.0
227,11807,2007-10-26,जब वी मेट,Jab We Met,9803762.0
228,161212,2005-11-03,क्योंकि,Kyon Ki...,3186031.0
229,8414,2007-07-13,Interview,Interview,6177577.0
230,20735,1997-02-14,That Darn Cat,That Darn Cat,1204655.0
231,23767,2007-12-14,பில்லா,Billa,8332992.0
232,9785,2007-04-27,The Invisible,The Invisible,3703666.0
233,336748,2004-09-18,Le silence de la mer,Silence of the Sea,54110371.0
234,54544,2001-02-28,Un crime au Paradis,A Crime in Paradise,29163555.0
235,46525,1956-09-07,Back from Eternity,Back from Eternity,14373082.0
236,25876,1951-10-25,The Racket,The Racket,2255810.0
237,59897,1984-04-06,Where the Boys Are,Where the Boys Are,4622516.0
238,27197,1963-01-13,雪之丞変化,An Actor's Revenge,20788860.0
239,79982,1997-07-18,हां बॉस,Yes Boss,1582009.0
240,76205,1990-05-09,Jours tranquilles à Clichy,Quiet Days in Clichy,33606614.0
241,6071,1995-04-21,Kiss of Death,Kiss of Death,616786.0
242,40341,1998-08-21,Carnival of Souls,Carnival of Souls,16674680.0
243,25386,1959-03-13,The 39 Steps,The 39 Steps,4002677.0
244,19611,2008-09-25,保持通話,Connected,19111900.0
245,320919,1967-03-14,Winchester '73,Winchester '73,1024760.0
246,23174,2009-08-15,It's Alive,It's Alive,18225554.0
247,29101,2005-02-03,Vet Hard,Too Fat Too Furious,13837296.0
248,45914,2005-04-02,The Quatermass Experiment,The Quatermass Experiment,19216899.0
249,37559,2003-06-20,Fanfan la tulipe,Fan-Fan the Tulip,60455274.0
250,76269,1955-12-26,Storm Over the Nile,Storm Over the Nile,18983347.0
251,97519,1973-03-14,Lost Horizon,Lost Horizon,445937.0
252,22448,2007-06-29,आवारापन,Awarapan,10999486.0
253,22657,1938-01-16,Algiers,Algiers,1345561.0
254,143170,1948-11-20,That Wonderful Urge,That Wonderful Urge,23813404.0
255,29577,1951-04-20,On the Riviera,On the Riviera,6983478.0
256,62132,1987-07-24,Blood Diner,Blood Diner,10575183.0
257,19636,2005-11-03,गरम मसाला,Garam Masala,2782570.0
258,170261,1980-10-31,The Legend of Sleepy Hollow,The Legend of Sleepy Hollow,84791.0
259,37576,1999-06-12,링,The Ring Virus,2704374.0
260,43489,1945-04-07,Brewster's Millions,Brewster's Millions,21388424.0
261,315838,1980-10-31,Witches' Brew,Witches' Brew,21753206.0
262,42511,1921-12-28,Orphans of the Storm,Orphans of the Storm,5925279.0
263,314370,1998-02-01,The Taking of Pelham One Two Three,The Taking of Pelham One Two Three,955409.0
264,119694,1996-08-08,The Sunshine Boys,The Sunshine Boys,43326577.0
265,68430,1991-09-18,Paradise,Paradise,4446720.0
266,71655,1955-01-27,Escuela de vagabundos,School for Tramps,31025224.0
267,375569,2004-03-03,Kingdom Hospital,Kingdom Hospital,645176.0
268,119308,2007-08-13,Hasta el viento tiene miedo,The Wind of Fear,92689.0
269,4387,1996-10-25,Das Mädchen Rosemarie,A Girl Called Rosemarie,49131220.0
270,3346,1962-02-08,Frankestein el vampiro y compañía,"Frankenstein, the Vampire and Company",181616.0
271,51216,1998-06-19,ग़ुलाम,Ghulam,1765930.0
272,41302,1967-12-01,Zontar: The Thing from Venus,Zontar: The Thing from Venus,11706092.0
273,46618,2006-11-02,Umrao Jaan,Umrao Jaan,5696691.0
274,53122,2005-04-14,சந்திரமுகி,Chandramukhi,1114328.0
275,149955,1936-03-06,Three Godfathers,Three Godfathers,16307595.0
276,347701,2008-07-17,High School Musical: El Desafío,Viva High School Musical: Mexico,22657757.0
277,20521,2006-03-29,Reefer Madness: The Movie Musical,Reefer Madness: The Movie Musical,3383213.0
278,265710,1989-06-24,忠義群英,Seven Warriors,37657096.0
279,77013,2004-04-16,பேரழகன்,Perazhagan,4853040.0
280,3165,1981-11-27,Frankenstein Island,Frankenstein Island,21371379.0
281,123075,1985-02-07,The Bad Seed,The Bad Seed,34152774.0
282,48613,1989-01-02,La maschera del demonio,The Mask of Satan,2483209.0
283,86182,1978-11-01,The Cat and the Canary,The Cat and the Canary,8283579.0
284,107678,1958-05-10,Violent Road,Violent Road,47247970.0
285,291950,1939-03-10,The Spirit of Culver,The Spirit of Culver,19612707.0
286,20646,2002-06-22,新・仁義の墓場,Graveyard of Honor,9244831.0
287,141871,1955-12-14,The Miracle on 34th Street,The Miracle on 34th Street,80523.0
288,23691,2006-10-22,The Initiation of Sarah,The Initiation of Sarah,5331654.0
289,43121,1958-04-21,無法松の一生,The Rickshaw Man,10376853.0
290,49130,1971-08-26,Nella stretta morsa del ragno,Web of the Spider,2911536.0
291,120357,1936-09-25,Craig's Wife,Craig's Wife,24706815.0
292,20364,2004-11-26,Hulchul,Hulchul,5274269.0
293,281444,1988-04-10,Red River,Red River,61054.0
294,61369,1932-10-12,Rain,Rain,2559713.0
295,297302,1980-07-23,Katorse,Katorse,23917676.0
296,295736,1931-03-08,Three Rogues,Three Rogues,590330.0
297,40028,1988-05-20,Not of This Earth,Not of This Earth,14738168.0
298,53441,1955-08-25,You're Never Too Young,You're Never Too Young,6742321.0
299,87983,1953-01-16,The Clown,The Clown,36353695.0
300,45628,1948-04-01,Casbah,Casbah,21772949.0
301,291539,1998-01-04,Outrage,Outrage,37420727.0
302,55627,1991-05-31,100 Days,100 Days,8422241.0
303,358621,1948-12-26,Frontier Revenge,Frontier Revenge,56656226.0
304,1014216,1976-07-28,Woman of the Year,Woman of the Year,76641.0
305,36852,1995-12-03,Bye Bye Birdie,Bye Bye Birdie,16358705.0
306,85609,1964-10-07,The Outrage,The Outrage,4045252.0
307,177923,2001-03-23,W pustyni i w puszczy,In Desert and Wilderness,32736894.0
308,39506,1965-02-27,春婦伝,Story of a Prostitute,3654486.0
309,1094703,1979-05-05,Beane's of Boston,Beane's of Boston,43721642.0
310,38473,2008-07-05,火垂るの墓,Tombstone of the Fireflies,182164.0
311,33206,2008-06-13,Mere Baap Pehle Aap,Mere Baap Pehle Aap,16054110.0
312,20534,2004-04-02,Murder,Murder,2157529.0
313,127777,1895-12-28,Les forgerons,The Blacksmiths,196703.0
314,63088,1967-10-20,The Eye Creatures,The Eye Creatures,4159637.0
315,47698,1974-01-01,Great Expectations,Great Expectations,10839407.0
316,116091,1945-08-30,If a Body Meets a Body,If a Body Meets a Body,14736812.0
317,298101,1932-12-02,Too Busy to Work,Too Busy to Work,48210450.0
318,146296,1960-12-22,El fantasma de la opereta,The Phantom of the Operetta,47165775.0
319,48202,1961-06-01,Creature from the Haunted Sea,Creature from the Haunted Sea,5315438.0
320,359198,1927-09-03,The Loves of Carmen,The Loves of Carmen,37991115.0
321,92352,1937-08-19,Confession,Confession,14414565.0
322,92261,1959-02-17,The Cosmic Man,The Cosmic Man,46348771.0
323,252694,1975-01-15,The Hatfields and the McCoys,The Hatfields and the McCoys,362917.0
324,5972,1982-12-04,Witness for the Prosecution,Witness for the Prosecution,6003358.0
325,295749,1931-07-15,Ex-Bad Boy,Ex-Bad Boy,48937792.0
326,337803,1981-04-09,Dial M for Murder,Dial M for Murder,77223.0
327,348052,1996-02-16,Papi Gudia,Papi Gudia,15462142.0
328,137509,1932-11-09,Wild Girl,Wild Girl,9362941.0
329,94533,1958-09-03,The Badlanders,The Badlanders,5080311.0
330,279984,1986-01-05,The Defiant Ones,The Defiant Ones,57023884.0
331,327760,1939-11-26,Geronimo,Geronimo,51254036.0
332,257925,1958-04-01,忠臣蔵,The Loyal 47 Ronin,20936978.0
333,18916,2008-01-01,L'Emmerdeur,A Pain in the Ass,21282769.0
334,185090,1981-09-12,白日夢,Day Dream,825828.0
335,443624,2007-06-06,बॉम्बे टू गोआ,Journey Bombay to Goa,12835282.0
336,199514,1950-01-28,Doña Diabla,The Devil Is a Woman,21046009.0
337,4544,1954-10-14,Emil und die Detektive,Emil and the Detectives,54683918.0
338,139246,1907-02-23,The Haunted Hotel,The Haunted Hotel,63935546.0
339,15978,2005-05-20,Naina,Naina,1896242.0
340,21984,1982-03-05,अंगूर,Angoor,2225079.0
341,4541,1935-02-05,Emil and the Detectives,Emil and the Detectives,48501880.0
342,19418,2007-09-14,ढोल,Dhol,12867966.0
343,269165,1963-10-25,Die zwölf Geschworenen,The Twelve Jurors,20015569.0
344,142631,2001-06-21,लव के लिये कुछ भी करेगा,Love Ke Liye Kuch Bhi Karega,1765948.0
345,292000,1988-10-24,Indiscreet,Indiscreet,1970527.0
346,170499,1987-08-22,The Man Who Fell to Earth,The Man Who Fell to Earth,4298666.0
347,93528,1957-12-11,Wild Is the Wind,Wild Is the Wind,161500.0
348,67154,1941-08-11,Orphans' Benefit,Orphans' Benefit,235299.0
349,369608,1994-11-10,人魚傳說,Mermaid Got Married,19936431.0
350,162957,1930-07-22,Manslaughter,Manslaughter,10394661.0
351,162066,1992-10-30,Muskurahat,Muskurahat,33624349.0
352,282554,2004-08-27,ಆಪ್ತಮಿತ್ರ,Apthamitra,2360074.0
353,271561,1959-09-04,The Blue Angel,The Blue Angel,31849623.0
354,266257,1930-05-21,Bride of the Regiment,Bride of the Regiment,10010424.0
355,29605,1940-11-15,One Night in the Tropics,One Night in the Tropics,3933930.0
356,135985,1940-05-04,Saturday's Children,Saturday's Children,33024214.0
357,63819,2003-11-21,குறும்பு,Kurumbu,16167835.0
358,1087622,1981-01-02,Ceremonia secreta,Ceremonia secreta,2631238.0
359,223271,1997-01-01,Star Portal,Star Portal,1321819.0
360,54148,2003-09-19,Días de fútbol,Soccer Days,64513442.0
361,89160,1954-06-08,Father Brown,Father Brown,12888902.0
362,241225,1946-09-03,Three Little Girls in Blue,Three Little Girls in Blue,33108971.0
363,243812,1936-04-18,The Harvester,The Harvester,48388226.0
364,96951,1922-12-31,Salomé,Salomé,76320.0
365,280988,2002-09-06,சுந்தரா டிராவல்ஸ்,Sundhara Travels,16167585.0
366,330890,1950-06-02,West of the Brazos,West of the Brazos,56636342.0
367,101320,2000-04-02,The Spiral Staircase,The Spiral Staircase,1482871.0
368,368666,1992-01-28,Notorious,Notorious,255198.0
369,171908,1967-08-02,The Perils of Pauline,The Perils of Pauline,15672922.0
370,80945,2006-11-16,భాగ్యలక్ష్మి బంపర్ డ్రా,Bhagyalakshmi Bumper Draw,12064079.0
371,402883,2000-06-20,How to Marry a Billionaire: A Christmas Tale,How to Marry a Billionaire: A Christmas Tale,54433872.0
372,104460,1896-01-01,Une partie de cartes,Playing Cards,34573948.0
373,63671,2004-07-30,ఘర్షణ,Gharshana,6004920.0
374,529183,1936-01-22,Collegiate,Collegiate,47675379.0
375,437936,1982-11-23,Country Gold,Country Gold,11729476.0
376,27504,1930-07-12,The Unholy Three,The Unholy Three,16780427.0
377,71098,1943-06-05,Jitterbugs,Jitterbugs,5606938.0
378,233394,1992-12-12,Six Characters in Search of An Author,Six Characters in Search of An Author,1009503.0
379,155949,2006-08-25,Aap Ki Khatir,Aap Ki Khatir,6214495.0
380,59918,2007-10-24,Le Deuxième Souffle,The Second Wind,52808323.0
381,561632,1983-05-09,I Want to Live,I Want to Live,193854.0
382,130624,1935-10-30,Das Mädchen vom Moorhof,The Girl from the Marsh Croft,34791880.0
383,10444,1962-09-06,Das Testament des Dr. Mabuse,The Terror of Doctor Mabuse,1353105.0
384,678027,1981-09-17,La leyenda del tambor,La leyenda del tambor,351479.0
385,139132,1969-05-01,The Mad Room,The Mad Room,56120071.0
386,84834,1973-10-13,Double Indemnity,Double Indemnity,60290570.0
387,84505,1932-10-01,Kongo,Kongo,31171169.0
388,55658,1986-07-23,एक रुका हुआ फैसला,Ek Ruka Hua Faisla,11094452.0
389,237743,1974-04-03,Zehreela Insaan,Zehreela Insaan,10773705.0
390,180715,1949-04-27,Red Canyon,Red Canyon,34317120.0
