id,release_date,original_title,title,collection,collection_id,Wikipedia movie ID
813,1980-07-02,Airplane!,Airplane!,Airplane Collection,91663,nan
2665,1982-12-10,Airplane II: The Sequel,Airplane II: The Sequel,Airplane Collection,91663,nan
1979,2007-06-13,Fantastic Four: Rise of the Silver Surfer,Fantastic Four: Rise of the Silver Surfer,Fantastic Four Collection,9744,nan
9738,2005-06-29,Fantastic Four,Fantastic Four,Fantastic Four Collection,9744,nan
3597,1997-10-17,I Know What You Did Last Summer,I Know What You Did Last Summer,I Know What You Did Last Summer Collection,3601,nan
3600,1998-11-13,I Still Know What You Did Last Summer,I Still Know What You Did Last Summer,I Know What You Did Last Summer Collection,3601,nan
3602,2006-06-24,I'll Always Know What You Did Last Summer,I'll Always Know What You Did Last Summer,I Know What You Did Last Summer Collection,3601,nan
1083433,2025-07-16,I Know What You Did Last Summer,I Know What You Did Last Summer,I Know What You Did Last Summer Collection,3601,nan
28218,1987-06-03,Deathstalker II,Deathstalker II,Deathstalker Collection,48655,nan
47360,1988-01-01,Deathstalker and the Warriors from Hell,Deathstalker and the Warriors from Hell,Deathstalker Collection,48655,nan
47363,1991-07-13,Deathstalker IV: Match of Titans,Deathstalker IV: Match of Titans,Deathstalker Collection,48655,nan
15895,1983-09-02,Deathstalker,Deathstalker,Deathstalker Collection,48655,nan
16441,1982-08-16,The Beastmaster,The Beastmaster,The Beastmaster Collection,106000,nan
27549,1991-06-08,Beastmaster 2: Through the Portal of Time,Beastmaster 2: Through the Portal of Time,The Beastmaster Collection,106000,nan
36291,1996-05-24,Beastmaster III: The Eye of Braxus,Beastmaster III: The Eye of Braxus,The Beastmaster Collection,106000,nan
274,1991-02-14,The Silence of the Lambs,The Silence of the Lambs,The Hannibal Lecter Collection,9743,nan
9533,2002-10-02,Red Dragon,Red Dragon,The Hannibal Lecter Collection,9743,nan
9740,2001-02-08,Hannibal,Hannibal,The Hannibal Lecter Collection,9743,nan
261531,1952-10-26,Kanun Namına,In the Name of the Law,Kanun Namına [Seri],493077,nan
493073,1972-09-17,Yirmi Yıl Sonra,Twenty Years Later,Kanun Namına [Seri],493077,nan
9877,1998-09-25,Urban Legend,Urban Legend,Urban Legend Collection,52760,nan
12212,2000-09-22,Urban Legends: Final Cut,Urban Legends: Final Cut,Urban Legend Collection,52760,nan
10292,2005-07-19,Urban Legends: Bloody Mary,Urban Legends: Bloody Mary,Urban Legend Collection,52760,nan
33021,2003-06-25,De schippers van de Kameleon,The Skippers of the Cameleon,De Schippers van de Kameleon Collection,177696,nan
24523,2005-06-29,Kameleon 2,The Skippers of the Cameleon 2,De Schippers van de Kameleon Collection,177696,nan
551,1972-12-01,The Poseidon Adventure,The Poseidon Adventure,The Poseidon Adventure Collection,372257,nan
31638,1979-05-18,Beyond the Poseidon Adventure,Beyond the Poseidon Adventure,The Poseidon Adventure Collection,372257,nan
562,1988-07-15,Die Hard,Die Hard,Die Hard Collection,1570,nan
1571,2007-06-20,Live Free or Die Hard,Live Free or Die Hard,Die Hard Collection,1570,nan
1572,1995-05-19,Die Hard: With a Vengeance,Die Hard: With a Vengeance,Die Hard Collection,1570,nan
1573,1990-07-03,Die Hard 2,Die Hard 2,Die Hard Collection,1570,nan
47964,2013-02-06,A Good Day to Die Hard,A Good Day to Die Hard,Die Hard Collection,1570,nan
23730,1984-08-31,C.H.U.D.,C.H.U.D.,C.H.U.D. Collection,257571,nan
53150,1989-05-05,C.H.U.D. II: Bud the Chud,C.H.U.D. II: Bud the Chud,C.H.U.D. Collection,257571,nan
103604,1988-02-25,Intrépidos punks,Intrépidos punks,Intrépidos punks Collection,1066532,nan
118572,1991-06-18,La venganza de los punks,Vengeance of the Punks,Intrépidos punks Collection,1066532,nan
3687,1974-07-30,Flesh Gordon,Flesh Gordon,Flesh Gordon Collection,314917,nan
3688,1990-07-11,Flesh Gordon Meets the Cosmic Cheerleaders,Flesh Gordon Meets the Cosmic Cheerleaders,Flesh Gordon Collection,314917,nan
11822,1988-01-29,Nekromantik,Nekromantik,Nekromantik Collection,173628,nan
48636,1991-05-07,Nekromantik 2,Nekromantik 2,Nekromantik Collection,173628,nan
97,1982-07-09,Tron,Tron,TRON Collection,63043,nan
20526,2010-12-14,TRON: Legacy,TRON: Legacy,TRON Collection,63043,nan
533533,2025-10-08,TRON: Ares,TRON: Ares,TRON Collection,63043,nan
17984,1961-03-16,The Absent-Minded Professor,The Absent-Minded Professor,Flubber Collection,294468,nan
19762,1963-01-16,Son of Flubber,Son of Flubber,Flubber Collection,294468,nan
1654,1967-06-15,The Dirty Dozen,The Dirty Dozen,The Dirty Dozen Collection,124492,nan
36573,1988-11-10,The Dirty Dozen: The Fatal Mission,The Dirty Dozen: The Fatal Mission,The Dirty Dozen Collection,124492,nan
36571,1985-02-04,The Dirty Dozen: Next Mission,The Dirty Dozen: Next Mission,The Dirty Dozen Collection,124492,nan
36572,1987-03-01,The Dirty Dozen: The Deadly Mission,The Dirty Dozen: The Deadly Mission,The Dirty Dozen Collection,124492,nan
50549,1952-05-02,Belles on Their Toes,Belles on Their Toes,Cheaper by the Dozen (1950) Collection,730700,nan
33839,1950-03-31,Cheaper by the Dozen,Cheaper by the Dozen,Cheaper by the Dozen (1950) Collection,730700,nan
289920,1984-12-25,"Shake, Rattle & Roll","Shake, Rattle & Roll","Shake, Rattle & Roll Collection",527950,nan
278311,1990-12-25,"Shake, Rattle & Roll II","Shake, Rattle & Roll II","Shake, Rattle & Roll Collection",527950,nan
278327,1991-12-25,"Shake, Rattle & Roll III","Shake, Rattle & Roll III","Shake, Rattle & Roll Collection",527950,nan
278332,1992-12-25,"Shake, Rattle & Roll IV","Shake, Rattle & Roll IV","Shake, Rattle & Roll Collection",527950,nan
278336,1994-12-25,"Shake, Rattle & Roll V","Shake, Rattle & Roll V","Shake, Rattle & Roll Collection",527950,nan
348298,1997-12-25,"Shake, Rattle & Roll VI","Shake, Rattle & Roll VI","Shake, Rattle & Roll Collection",527950,nan
319565,2005-12-25,Shake Rattle & Roll 2k5,Shake Rattle & Roll 2k5,"Shake, Rattle & Roll Collection",527950,nan
355673,2006-12-25,"Shake, Rattle & Roll 8","Shake, Rattle & Roll 8","Shake, Rattle & Roll Collection",527950,nan
309760,2007-12-25,"Shake, Rattle and Roll 9","Shake, Rattle and Roll 9","Shake, Rattle & Roll Collection",527950,nan
319459,2008-12-25,"Shake, Rattle & Roll X","Shake, Rattle & Roll X","Shake, Rattle & Roll Collection",527950,nan
58672,2010-12-25,"Shake, Rattle & Roll XII","Shake, Rattle and Roll 12","Shake, Rattle & Roll Collection",527950,nan
100439,2011-12-25,"Shake, Rattle & Roll 13","Shake, Rattle & Roll 13","Shake, Rattle & Roll Collection",527950,nan
174823,2012-12-24,Shake Rattle and Roll Fourteen: The Invasion,Shake Rattle and Roll Fourteen: The Invasion,"Shake, Rattle & Roll Collection",527950,nan
343964,2014-12-25,"Shake, Rattle & Roll XV","Shake, Rattle & Roll XV","Shake, Rattle & Roll Collection",527950,nan
58670,2009-12-25,"Shake, Rattle & Roll 11","Shake, Rattle & Roll 11","Shake, Rattle & Roll Collection",527950,nan
1180282,2023-11-29,"Shake, Rattle & Roll Extreme","Shake, Rattle & Roll Extreme","Shake, Rattle & Roll Collection",527950,nan
2926,1973-12-11,The Three Musketeers,The Three Musketeers,The Musketeers Collection,87631,nan
12310,1974-10-31,The Four Musketeers,The Four Musketeers,The Musketeers Collection,87631,nan
41946,1989-04-12,The Return of the Musketeers,The Return of the Musketeers,The Musketeers Collection,87631,nan
262004,1995-08-04,Black Fox: The Price of Peace,Black Fox: The Price of Peace,Black Fox Collection,665170,nan
115418,1995-07-28,Black Fox,Black Fox,Black Fox Collection,665170,nan
611559,1995-08-11,Black Fox: Good Men and Bad,Black Fox: Good Men and Bad,Black Fox Collection,665170,nan
352709,2002-12-25,Mano Po,Mano Po,Mano Po Collection,527954,nan
349388,2003-12-25,Mano Po 2: My Home,Mano Po 2: My Home,Mano Po Collection,527954,nan
430208,2016-12-14,Mano Po 7: Chinoy,Mano Po 7: Chinoy,Mano Po Collection,527954,nan
287641,2004-12-25,Mano Po III: My Love,Mano Po III: My Love,Mano Po Collection,527954,nan
310647,2005-12-25,Mano Po 4: Ako Legal Wife,Mano Po 4: Ako Legal Wife,Mano Po Collection,527954,nan
353092,2006-12-25,Mano Po 5: Gua Ai Di,Mano Po 5: Gua Ai Di,Mano Po Collection,527954,nan
34458,2009-12-25,Mano Po 6: A Mother's Love,Mano Po 6: A Mother's Love,Mano Po Collection,527954,nan
28719,1966-04-17,大魔神,Daimajin,Daimajin Trilogy,245334,nan
28857,1966-08-13,大魔神怒る,Return of Giant Majin,Daimajin Trilogy,245334,nan
28856,1966-12-10,大魔神逆襲,Wrath of Daimajin,Daimajin Trilogy,245334,nan
496263,1991-12-25,"Okay ka, Fairy ko!","Okay ka, Fairy ko!",Enteng Kabisote Collection,527958,nan
497480,1992-12-25,"Okay ka, Fairy ko! Part 2","Okay ka, Fairy ko! Part 2",Enteng Kabisote Collection,527958,nan
57556,2010-12-25,Si Agimat at si Enteng Kabisote,Si Agimat at si Enteng Kabisote,Enteng Kabisote Collection,527958,nan
85786,2011-12-25,Enteng ng Ina Mo,Enteng ng Ina Mo,Enteng Kabisote Collection,527958,nan
333020,2004-12-25,"Enteng Kabisote: Okay ka, Fairy ko... The Legend","Enteng Kabisote: Okay ka, Fairy ko... The Legend",Enteng Kabisote Collection,527958,nan
333018,2005-12-25,"Enteng Kabisote 2: Okay ka, Fairy ko... The Legend Continues","Enteng Kabisote 2: Okay ka, Fairy ko... The Legend Continues",Enteng Kabisote Collection,527958,nan
274738,2007-12-25,"Enteng Kabisote 4: Okay ka, Fairy ko... The Beginning of the Legend","Enteng Kabisote 4: Okay ka, Fairy ko... The Beginning of the Legend",Enteng Kabisote Collection,527958,nan
309652,2006-12-25,"Enteng Kabisote 3: Okay ka, Fairy ko... The Legend Goes on and on and On","Enteng Kabisote 3: Okay ka, Fairy ko... The Legend Goes on and on and On",Enteng Kabisote Collection,527958,nan
353219,2012-12-25,"Si Agimat, si Enteng Kabisote at si Ako","Si Agimat, si Enteng Kabisote at si Ako",Enteng Kabisote Collection,527958,nan
428359,2016-11-30,Enteng Kabisote 10 and the Abangers,Enteng Kabisote 10 and the Abangers,Enteng Kabisote Collection,527958,nan
9312,1995-08-18,Mortal Kombat,Mortal Kombat,Mortal Kombat Collection,9818,nan
9823,1997-11-11,Mortal Kombat: Annihilation,Mortal Kombat: Annihilation,Mortal Kombat Collection,9818,nan
11183,1978-11-11,Les Bronzés,French Fried Vacation,French Fried Vacation,52835,nan
33701,1979-11-22,Les Bronzés font du ski,French Fried Vacation 2,French Fried Vacation,52835,nan
21435,2006-02-01,Les Bronzés 3 : Amis pour la vie,French Fried Vacations 3: Friends Forever,French Fried Vacation,52835,nan
16562,1992-03-27,The Cutting Edge,The Cutting Edge,The Cutting Edge Collection,110179,nan
14872,2006-02-07,The Cutting Edge: Going for the Gold,The Cutting Edge: Going for the Gold,The Cutting Edge Collection,110179,nan
15088,2008-03-16,The Cutting Edge: Chasing the Dream,The Cutting Edge: Chasing the Dream,The Cutting Edge Collection,110179,nan
40080,2010-03-14,The Cutting Edge: Fire & Ice,The Cutting Edge: Fire & Ice,The Cutting Edge Collection,110179,nan
59306,1995-06-01,Friend of the Family,Friend of the Family,Friend of the Family Collection,1193571,nan
112206,1996-09-13,Friend of the Family II,Friend of the Family II,Friend of the Family Collection,1193571,nan
205908,2004-05-22,Recon 2020:  The Caprini Massacre,Recon 2020:  The Caprini Massacre,Recon Collection,1050212,nan
14213,2007-04-04,Recon 2022: The Mezzo Incident,Recon 2022: The Mezzo Incident,Recon Collection,1050212,nan
452523,2009-11-24,Recon 2023: The Gauda Prime Conspiracy,Recon 2023: The Gauda Prime Conspiracy,Recon Collection,1050212,nan
12223,1975-02-12,The Stepford Wives,The Stepford Wives,Stepford Collection,374384,nan
112703,1987-03-15,The Stepford Children,The Stepford Children,Stepford Collection,374384,nan
137533,1980-10-12,Revenge of the Stepford Wives,Revenge of the Stepford Wives,Stepford Collection,374384,nan
137540,1996-05-14,The Stepford Husbands,The Stepford Husbands,Stepford Collection,374384,nan
301901,1980-02-28,Perro callejero,Perro callejero,Perro Callejero - Colección,1068664,nan
301903,1981-04-30,Perro callejero 2,Perro callejero 2,Perro Callejero - Colección,1068664,nan
16250,2003-04-13,Love Comes Softly,Love Comes Softly,Love Comes Softly Collection,97919,nan
20641,2004-11-20,Love's Enduring Promise,Love's Enduring Promise,Love Comes Softly Collection,97919,nan
22488,2006-10-06,Love's Abiding Joy,Love's Abiding Joy,Love Comes Softly Collection,97919,nan
20583,2005-12-03,Love's Long Journey,Love's Long Journey,Love Comes Softly Collection,97919,nan
30975,2007-04-07,Love's Unending Legacy,Love's Unending Legacy,Love Comes Softly Collection,97919,nan
49857,2007-12-15,Love's Unfolding Dream,Love's Unfolding Dream,Love Comes Softly Collection,97919,nan
21636,2009-04-04,Love Takes Wing,Love Takes Wing,Love Comes Softly Collection,97919,nan
25182,2009-04-11,Love Finds A Home,Love Finds A Home,Love Comes Softly Collection,97919,nan
81450,2011-09-17,Love Begins,Love Begins,Love Comes Softly Collection,97919,nan
87311,2011-02-24,Love's Everlasting Courage,Love's Everlasting Courage,Love Comes Softly Collection,97919,nan
87313,2011-11-05,Love's Christmas Journey,Love's Christmas Journey,Love Comes Softly Collection,97919,nan
10580,1978-04-21,Eskimo Limon,Lemon Popsicle,Lemon Popsicle Collection,167552,nan
10581,1979-05-31,Yotzim Kavua,Going Steady,Lemon Popsicle Collection,167552,nan
10582,1981-04-07,Shifshuf Naim,Hot Bubblegum,Lemon Popsicle Collection,167552,nan
10583,1982-12-11,Sapiches,Private Popsicle,Lemon Popsicle Collection,167552,nan
38172,1984-03-09,Roman Za'ir,Baby Love,Lemon Popsicle Collection,167552,nan
38173,1985-05-10,Harimu Ogen,Up Your Anchor,Lemon Popsicle Collection,167552,nan
10584,1987-05-21,אסקימו לימון 7: אהבה צעירה,Young Love,Lemon Popsicle Collection,167552,nan
12585,1988-08-18,Summertime Blues: Lemon Popsicle VIII,Summertime Blues,Lemon Popsicle Collection,167552,nan
31914,1983-04-01,Sababa,Private Manoeuvres,Lemon Popsicle Collection,167552,nan
44300,2001-08-03,אסקימו לימון 9: החגיגה נמשכת,Lemon Popsicle 9: The Party Goes On,Lemon Popsicle Collection,167552,nan
20329,2008-02-07,Lの本当の秘密,Death Note: L Change the World,Death Note Collection,102019,nan
16007,2006-06-17,デスノート,Death Note,Death Note Collection,102019,nan
16140,2006-10-28,デスノート the Last name,Death Note: The Last Name,Death Note Collection,102019,nan
382272,2016-10-29,"デスノート, Light up the NEW world",Death Note: Light Up the NEW World,Death Note Collection,102019,nan
37601,1972-04-10,La noche del terror ciego,Tombs of the Blind Dead,The Blind Dead Collection,108170,nan
12550,1973-05-17,El ataque de los muertos sin ojos,Attack of the Blind Dead,The Blind Dead Collection,108170,nan
28067,1974-06-28,El buque maldito,The Ghost Galleon,The Blind Dead Collection,108170,nan
28071,1975-08-11,La noche de las gaviotas,Night of the Seagulls,The Blind Dead Collection,108170,nan
771,1990-11-16,Home Alone,Home Alone,Home Alone Collection,9888,nan
772,1992-11-15,Home Alone 2: Lost in New York,Home Alone 2: Lost in New York,Home Alone Collection,9888,nan
9714,1997-12-12,Home Alone 3,Home Alone 3,Home Alone Collection,9888,nan
12536,2002-11-03,Home Alone 4,Home Alone 4,Home Alone Collection,9888,nan
44450,1964-12-08,"Angélique, marquise des anges",Angelique,Angelique Collection,91813,nan
44453,1965-07-07,Merveilleuse Angélique,Angelique: The Road To Versailles,Angelique Collection,91813,nan
22183,1966-01-31,Angélique et le Roy,Angelique and the King,Angelique Collection,91813,nan
44448,1967-01-01,Indomptable Angélique,Untamable Angelique,Angelique Collection,91813,nan
44446,1968-03-13,Angélique et le Sultan,Angelique and the Sultan,Angelique Collection,91813,nan
36888,1970-10-23,Schulmädchen-Report: Was Eltern nicht für möglich halten,The School Girls,Schoolgirl Report Collection,304809,nan
36887,1971-08-26,Der neue Schulmädchen-Report 2. Teil: Was Eltern den Schlaf raubt,Further Confessions of a Sixth Form Girl,Schoolgirl Report Collection,304809,nan
36885,1972-02-17,Schulmädchen-Report 3. Teil: Was Eltern nicht mal ahnen,Schoolgirls Growing Up,Schoolgirl Report Collection,304809,nan
36886,1972-09-28,Schulmädchen-Report 4. Teil: Was Eltern oft verzweifeln läßt,Campus Swingers,Schoolgirl Report Collection,304809,nan
70609,1973-04-13,Schulmädchen-Report 5. Teil: Was Eltern wirklich wissen sollten,Schoolgirl Report Part 5: What All Parents Should Know,Schoolgirl Report Collection,304809,nan
40971,1973-10-11,Schulmädchen-Report 6. Teil: Was Eltern gern vertuschen möchten,Campus Pussycats,Schoolgirl Report Collection,304809,nan
70616,1974-04-24,Schulmädchen-Report 7. Teil: Doch das Herz muß dabei sein,Teenage Playmates,Schoolgirl Report Collection,304809,nan
70628,1974-11-28,Schulmädchen-Report 8. Teil: Was Eltern nie erfahren dürfen,Naughty Co-Eds,Schoolgirl Report Collection,304809,nan
70632,1975-08-22,Schulmädchen-Report 9. Teil: Reifeprüfung vor dem Abitur,Varsity Playthings,Schoolgirl Report Collection,304809,nan
70634,1976-04-02,Schulmädchen-Report 10. Teil: Irgendwann fängt jede an,Campus Teasers,Schoolgirl Report Collection,304809,nan
70638,1977-03-24,Schulmädchen-Report 11. Teil: Probieren geht über Studieren,Naughty Freshmen,Schoolgirl Report Collection,304809,nan
70640,1978-02-03,Schulmädchen-Report 12. Teil: Wenn das die Mammi wüßte,Carnal Campus,Schoolgirl Report Collection,304809,nan
70642,1980-08-14,Schulmädchen-Report 13. Teil: Vergiß beim Sex die Liebe nicht,Making Out,Schoolgirl Report Collection,304809,nan
871,1968-02-07,Planet of the Apes,Planet of the Apes,Planet of the Apes (Original) Collection,1709,nan
1685,1970-04-23,Beneath the Planet of the Apes,Beneath the Planet of the Apes,Planet of the Apes (Original) Collection,1709,nan
1687,1971-05-20,Escape from the Planet of the Apes,Escape from the Planet of the Apes,Planet of the Apes (Original) Collection,1709,nan
1688,1972-06-29,Conquest of the Planet of the Apes,Conquest of the Planet of the Apes,Planet of the Apes (Original) Collection,1709,nan
1705,1973-06-15,Battle for the Planet of the Apes,Battle for the Planet of the Apes,Planet of the Apes (Original) Collection,1709,nan
17501,2006-10-20,डॉन,Don,Don Collection,44724,nan
41109,2011-12-23,Don 2,Don 2,Don Collection,44724,nan
44726,,डॉन 3,Don 3,Don Collection,44724,nan
15360,1972-01-11,The Night Stalker,The Night Stalker,The Kolchak Collection,554677,nan
32021,1973-01-16,The Night Strangler,The Night Strangler,The Kolchak Collection,554677,nan
6477,2007-12-13,Alvin and the Chipmunks,Alvin and the Chipmunks,Alvin and the Chipmunks Collection,167613,nan
23398,2009-12-21,Alvin and the Chipmunks: The Squeakquel,Alvin and the Chipmunks: The Squeakquel,Alvin and the Chipmunks Collection,167613,nan
55301,2011-12-14,Alvin and the Chipmunks: Chipwrecked,Alvin and the Chipmunks: Chipwrecked,Alvin and the Chipmunks Collection,167613,nan
258509,2015-12-17,Alvin and the Chipmunks: The Road Chip,Alvin and the Chipmunks: The Road Chip,Alvin and the Chipmunks Collection,167613,nan
564,1999-04-16,The Mummy,The Mummy,The Mummy Collection,1733,nan
1734,2001-05-04,The Mummy Returns,The Mummy Returns,The Mummy Collection,1733,nan
1735,2008-07-01,The Mummy: Tomb of the Dragon Emperor,The Mummy: Tomb of the Dragon Emperor,The Mummy Collection,1733,nan
42726,1966-05-27,Un homme et une femme,A Man and a Woman,A Man and a Woman Collection,702159,nan
76350,1986-05-13,"Un homme et une femme, 20 ans déjà",A Man and a Woman: 20 Years Later,A Man and a Woman Collection,702159,nan
582887,2019-05-22,Les plus belles années d'une vie,The Best Years of a Life,A Man and a Woman Collection,702159,nan
36214,1996-12-14,モスラ,Rebirth of Mothra,Rebirth of Mothra Collection,171732,nan
36212,1997-12-13,モスラ2 海底の大決戦,Rebirth of Mothra II,Rebirth of Mothra Collection,171732,nan
36247,1998-12-12,モスラ 3 キングギドラ来襲,Rebirth of Mothra III,Rebirth of Mothra Collection,171732,nan
169379,1985-11-01,My American Cousin,My American Cousin,My American Cousin Collection,749278,nan
279754,1989-09-11,American Boyfriends,American Boyfriends,My American Cousin Collection,749278,nan
860,1983-06-03,WarGames,WarGames,WarGames Collection,151263,nan
14154,2008-07-29,WarGames: The Dead Code,WarGames: The Dead Code,WarGames Collection,151263,nan
83409,1996-05-27,Feeders,Feeders,Feeders Collection,605919,nan
146138,1998-02-20,Feeders 2: Slay Bells,Feeders 2: Slay Bells,Feeders Collection,605919,nan
876084,2022-06-01,Feeders 3: The Final Meal,Feeders 3: The Final Meal,Feeders Collection,605919,nan
72280,1971-01-13,La Grande Java,The Great Java,Les Charlots - Saga,188133,nan
61852,1973-09-06,Le Grand Bazar,The Big Store,Les Charlots - Saga,188133,nan
79391,1972-12-14,Les Charlots font l'Espagne,Charlots Go to Spain,Les Charlots - Saga,188133,nan
72259,1971-12-15,Les bidasses en folie,Rookies Run Amok,Les Charlots - Saga,188133,nan
62662,1974-11-11,Les bidasses s'en vont en guerre,Rookies Go to War,Les Charlots - Saga,188133,nan
78564,1980-12-17,Les Charlots contre Dracula,Les Charlots contre Dracula,Les Charlots - Saga,188133,nan
62659,1974-03-13,À nous quatre cardinal !,The Four Charlots Musketeers 2,Les Charlots - Saga,188133,nan
62660,1972-09-22,Les fous du stade,Stadium Nuts,Les Charlots - Saga,188133,nan
47157,1974-02-13,Les quatre Charlots mousquetaires,The Four Charlots Musketeers,Les Charlots - Saga,188133,nan
56501,1975-12-17,Bons baisers de Hong Kong,From Hong Kong with Love,Les Charlots - Saga,188133,nan
72373,1983-02-02,Le Retour des bidasses en folie,Rookies Run Amok 2,Les Charlots - Saga,188133,nan
79386,1979-10-23,Les Charlots en délire,Les Charlots en délire,Les Charlots - Saga,188133,nan
79387,1984-02-08,Charlots Connection,Charlots' Connection,Les Charlots - Saga,188133,nan
62663,1992-06-17,Le Retour des Charlots,The Charlots Return,Les Charlots - Saga,188133,nan
79370,1978-02-01,Et vive la liberté!,Et vive la liberté!,Les Charlots - Saga,188133,nan
1678,1954-11-03,ゴジラ,Godzilla,Godzilla (Showa) Collection,374509,nan
1679,1955-04-24,ゴジラの逆襲,Godzilla Raids Again,Godzilla (Showa) Collection,374509,nan
1680,1962-08-11,キングコング対ゴジラ,King Kong vs. Godzilla,Godzilla (Showa) Collection,374509,nan
1682,1964-04-29,モスラ対ゴジラ,Mothra vs. Godzilla,Godzilla (Showa) Collection,374509,nan
15766,1964-12-20,三大怪獣　地球最大の決戦,"Ghidorah, the Three-Headed Monster",Godzilla (Showa) Collection,374509,nan
19545,1965-12-19,怪獣大戦争,Invasion of Astro-Monster,Godzilla (Showa) Collection,374509,nan
3115,1966-12-17,ゴジラ・エビラ・モスラ　南海の大決闘,"Ebirah, Horror of the Deep",Godzilla (Showa) Collection,374509,nan
18627,1967-12-16,怪獣島の決戦 ゴジラの息子,Son of Godzilla,Godzilla (Showa) Collection,374509,nan
3107,1968-08-01,怪獣総進撃,Destroy All Monsters,Godzilla (Showa) Collection,374509,nan
39462,1969-12-20,ゴジラ・ミニラ・ガバラ オール怪獣大進撃,All Monsters Attack,Godzilla (Showa) Collection,374509,nan
39464,1971-07-24,ゴジラ対ヘドラ,Godzilla vs. Hedorah,Godzilla (Showa) Collection,374509,nan
19336,1972-03-12,地球攻撃命令 ゴジラ対ガイガン,Godzilla vs. Gigan,Godzilla (Showa) Collection,374509,nan
39264,1973-03-17,ゴジラ対メガロ,Godzilla vs. Megalon,Godzilla (Showa) Collection,374509,nan
38582,1974-03-21,ゴジラ対メカゴジラ,Godzilla vs. Mechagodzilla,Godzilla (Showa) Collection,374509,nan
19333,1975-03-15,メカゴジラの逆襲,Terror of Mechagodzilla,Godzilla (Showa) Collection,374509,nan
41471,1972-01-15,子連れ狼 子を貸し腕貸しつかまつる,Lone Wolf and Cub: Sword of Vengeance,Lone Wolf and Cub Collection,102128,nan
17810,1972-04-22,子連れ狼 三途の川の乳母車,Lone Wolf and Cub: Baby Cart at the River Styx,Lone Wolf and Cub Collection,102128,nan
41474,1972-09-02,子連れ狼 死に風に向う乳母車,Lone Wolf and Cub: Baby Cart to Hades,Lone Wolf and Cub Collection,102128,nan
41486,1974-04-24,子連れ狼 地獄へ行くぞ!大五郎,Lone Wolf and Cub: White Heaven in Hell,Lone Wolf and Cub Collection,102128,nan
41482,1973-08-11,子連れ狼 冥府魔道,Lone Wolf and Cub: Baby Cart in the Land of Demons,Lone Wolf and Cub Collection,102128,nan
41477,1972-12-30,子連れ狼 親の心子の心,Lone Wolf and Cub: Baby Cart in Peril,Lone Wolf and Cub Collection,102128,nan
1694,1985-10-18,Re-Animator,Re-Animator,Re-Animator Collection,98036,nan
18111,1990-09-01,Bride of Re-Animator,Bride of Re-Animator,Re-Animator Collection,98036,nan
11429,2003-04-04,Beyond Re-Animator,Beyond Re-Animator,Re-Animator Collection,98036,nan
9902,2003-05-30,Wrong Turn,Wrong Turn,Wrong Turn Collection,52985,nan
13186,2007-08-25,Wrong Turn 2: Dead End,Wrong Turn 2: Dead End,Wrong Turn Collection,52985,nan
23823,2009-10-20,Wrong Turn 3: Left for Dead,Wrong Turn 3: Left for Dead,Wrong Turn Collection,52985,nan
71672,2011-10-17,Wrong Turn 4: Bloody Beginnings,Wrong Turn 4: Bloody Beginnings,Wrong Turn Collection,52985,nan
125509,2012-10-23,Wrong Turn 5: Bloodlines,Wrong Turn 5: Bloodlines,Wrong Turn Collection,52985,nan
259072,2014-08-22,Wrong Turn 6: Last Resort,Wrong Turn 6: Last Resort,Wrong Turn Collection,52985,nan
26881,1988-05-22,The Incredible Hulk Returns,The Incredible Hulk Returns,The Incredible Hulk Collection,114431,nan
19593,1990-02-18,The Death of the Incredible Hulk,The Death of the Incredible Hulk,The Incredible Hulk Collection,114431,nan
65294,1979-06-13,The Incredible Hulk,The Incredible Hulk,The Incredible Hulk Collection,114431,nan
26883,1989-05-07,The Trial of the Incredible Hulk,The Trial of the Incredible Hulk,The Incredible Hulk Collection,114431,nan
79989,1980-01-30,Bride of the Incredible Hulk,Bride of the Incredible Hulk,The Incredible Hulk Collection,114431,nan
166890,1977-11-27,The Return of the Incredible Hulk,The Return of the Incredible Hulk,The Incredible Hulk Collection,114431,nan
143,1930-04-29,All Quiet on the Western Front,All Quiet on the Western Front,All Quiet On The Western Front Collection,1070848,nan
139793,1937-06-01,The Road Back,The Road Back,All Quiet On The Western Front Collection,1070848,nan
31245,1988-07-14,Hobgoblins,Hobgoblins,The Hobgoblin Collection,429826,nan
125331,2009-06-23,Hobgoblins 2,Hobgoblins 2,The Hobgoblin Collection,429826,nan
42754,2007-01-01,Three Can Play That Game,Three Can Play That Game,Can play that game (Shanté Smith) Collection,1146627,nan
25462,2001-09-07,Two Can Play That Game,Two Can Play That Game,Can play that game (Shanté Smith) Collection,1146627,nan
354718,1979-01-14,Dallas Cowboys Cheerleaders,Dallas Cowboys Cheerleaders,Dallas Cowboys Cheerleaders - Collection,827148,nan
374994,1980-01-13,Dallas Cowboys Cheerleaders II,Dallas Cowboys Cheerleaders II,Dallas Cowboys Cheerleaders - Collection,827148,nan
89659,1975-07-12,Criminally Insane,Criminally Insane,Crazy Fat Ethel Collection,831249,nan
163447,1987-01-01,Criminally Insane 2,Criminally Insane 2,Crazy Fat Ethel Collection,831249,nan
100661,1959-11-01,Terror is a Man,Terror is a Man,Blood Island Collection,812830,nan
77889,1968-05-29,Brides of Blood,Brides of Blood,Blood Island Collection,812830,nan
