,Wikipedia movie ID,Freebase movie ID,Movie name,Movie release date,Movie box office revenue,Movie runtime,Movie languages,Movie countries,Movie genres,Unnamed: 0,id,release_date,original_title,title,release year
50047,15912738,/m/03qfxcx,L: Change the World,2008,35227275.0,129.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/01hmnh"": ""Fantasy"", ""/m/03q4nz"": ""World cinema""}",98,20329,2008-02-07,Lの本当の秘密,Death Note: L Change the World,2008.0
50362,2780022,/m/08260b,Arthur 2: On the Rocks,1988-07-08,14681192.0,113.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy"", ""/m/09q17"": ""Slapstick""}",362,26044,1988-07-08,Arthur 2: On the Rocks,Arthur 2: On the Rocks,1988.0
50386,826441,/m/02p32wl,Death Wish II,1982-02-20,16100000.0,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03btsm8"": ""Action/Adventure""}",185,14373,1982-02-20,Death Wish II,Death Wish II,1982.0
50434,5994199,/m/0fjnkw,Leprechaun In the Hood,2000,0.0,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0g092b"": ""Monster movie"", ""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural""}",189,18011,2000-03-28,Leprechaun in the Hood,Leprechaun in the Hood,2000.0
50753,12545744,/m/0crv709,Darkman II: The Return of Durant,1995-07-11,0.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/04pbhw"": ""Superhero movie"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action""}",101,18998,1995-07-11,Darkman II: The Return of Durant,Darkman II: The Return of Durant,1995.0
51241,11655972,/m/02rmy12,Kamen Rider The Next,2007-10-27,0.0,93.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/0gw5n2f"": ""Japanese Movies""}",624,41105,2007-08-27,仮面ライダー THE NEXT,Kamen Rider: The Next,2007.0
51396,1752246,/m/05t54s,Live Free or Die Hard,2007-06-12,383531464.0,129.0,"{""/m/064_8sq"": ""French Language"", ""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/02kdv5l"": ""Action""}",43,1571,2007-06-20,Live Free or Die Hard,Live Free or Die Hard,2007.0
51609,5012787,/m/0cztlq,Air Bud: Golden Receiver,1998-08-14,10224116.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/0hj3myq"": ""Children's/Family"", ""/m/0hj3mtj"": ""Animal Picture"", ""/m/01z02hx"": ""Sports"", ""/m/0bj8m2"": ""Children's"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film""}",142,21661,1998-08-14,Air Bud: Golden Receiver,Air Bud: Golden Receiver,1998.0
51823,2251076,/m/06z89r,Breakin' 2: Electric Boogaloo,1984-12-21,15101131.0,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/04dn71w"": ""Dance"", ""/m/0219x_"": ""Indie"", ""/m/026v1nw"": ""Hip hop movies"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/02b5_l"": ""Teen""}",332,17464,1984-12-21,Breakin' 2: Electric Boogaloo,Breakin' 2: Electric Boogaloo,1984.0
52049,4977595,/m/0cy307,The Brotherhood,2001-02,0.0,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror""}",546,44259,2001-09-25,The Brotherhood 2: Young Warlocks,The Brotherhood 2: Young Warlocks,2001.0
52228,294998,/m/01r35n,Home Alone 2: Lost in New York,1992-11-15,358994850.0,120.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/0bwgnb"": ""Christmas movie"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/09q17"": ""Slapstick""}",0,772,1992-11-15,Home Alone 2: Lost in New York,Home Alone 2: Lost in New York,1992.0
52311,28990910,/m/0dgrbjw,Spy Story,1976,0.0,103.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0bkbm"": ""Spy""}",646,266812,1976-01-01,Spy Story,Spy Story,1976.0
52361,488623,/m/02gk59,Dr. Phibes Rises Again,1972,0.0,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/01q03"": ""Cult"", ""/m/0hj3nbs"": ""Master Criminal Films"", ""/m/03npn"": ""Horror"", ""/m/0hj3m_c"": ""Costume Horror""}",263,18250,1972-07-01,Dr. Phibes Rises Again,Dr. Phibes Rises Again,1972.0
52421,2933385,/m/08dl83,Freddy's Dead: The Final Nightmare,1991-09-13,34872033.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen"", ""/m/0fdjb"": ""Supernatural""}",85,11284,1991-09-05,Freddy's Dead: The Final Nightmare,Freddy's Dead: The Final Nightmare,1991.0
53030,23866633,/m/076tkvz,The Night Strangler,1973-01-16,0.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/02n4kr"": ""Mystery"", ""/m/03npn"": ""Horror""}",489,32021,1973-01-16,The Night Strangler,The Night Strangler,1973.0
53041,407628,/m/024mxd,Superman IV: The Quest For Peace,1987-07-24,15681020.0,90.0,"{""/m/064_8sq"": ""French Language"", ""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language"", ""/m/06b_j"": ""Russian Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/04pbhw"": ""Superhero movie"", ""/m/0btmb"": ""Superhero"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/02kdv5l"": ""Action""}",81,11411,1987-07-24,Superman IV: The Quest for Peace,Superman IV: The Quest for Peace,1987.0
53092,598868,/m/02v1cp,Mad Max Beyond Thunderdome,1985-07-10,36230219.0,107.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia"", ""/m/0ctw_b"": ""New Zealand""}","{""/m/06n90"": ""Science Fiction"", ""/m/0219x_"": ""Indie"", ""/m/03q4nz"": ""World cinema"", ""/m/094ddt"": ""Doomsday film"", ""/m/0hc1z"": ""Apocalyptic and post-apocalyptic fiction"", ""/m/02kdv5l"": ""Action""}",65,9355,1985-06-29,Mad Max Beyond Thunderdome,Mad Max Beyond Thunderdome,1985.0
53109,11540062,/m/02rh8z_,True Grit: A Further Adventure,1978,0.0,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hfjk"": ""Western""}",503,108807,1978-05-19,True Grit: A Further Adventure,True Grit: A Further Adventure,1978.0
53179,5734461,/m/0f1x1z,Wrong Turn 2: Dead End,2007-08-25,9000000.0,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher""}",16,13186,2007-08-25,Wrong Turn 2: Dead End,Wrong Turn 2: Dead End,2007.0
53552,213275,/m/01f7kl,Back to the Future Part III,1990-05-25,244527583.0,118.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/0hfjk"": ""Western"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n7m"": ""Hybrid Western""}",26,196,1990-05-25,Back to the Future Part III,Back to the Future Part III,1990.0
53584,27369778,/m/0bxz0c1,High Noon part II: The Return of Will Kane,1980,0.0,95.0,{},"{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/0hfjk"": ""Western"", ""/m/015w9s"": ""Television movie""}",550,111868,1980-11-15,"High Noon, Part II: The Return of Will Kane","High Noon, Part II: The Return of Will Kane",1980.0
53755,335298,/m/01xdxy,Toy Story 2,1999-11-19,485015179.0,82.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/0hcr"": ""Animation"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hj3myc"": ""Children's Fantasy"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n2s"": ""Fantasy Comedy"", ""/m/0hj3n26"": ""Family-Oriented Adventure"", ""/m/01z4y"": ""Comedy""}",7,863,1999-10-30,Toy Story 2,Toy Story 2,1999.0
53768,4969126,/m/0cxpnm,The Return of the Musketeers,1989-04-19,0.0,103.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/06mkj"": ""Spain"", ""/m/07ssc"": ""United Kingdom""}","{""/m/02qvnvs"": ""Swashbuckler films"", ""/m/03k9fj"": ""Adventure"", ""/m/04xvh5"": ""Costume drama"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}",339,41946,1989-04-12,The Return of the Musketeers,The Return of the Musketeers,1989.0
53810,14708304,/m/03gtwh_,Crank: High Voltage,2009-04-16,34560577.0,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/01z4y"": ""Comedy""}",38,15092,2009-04-16,Crank: High Voltage,Crank: High Voltage,2009.0
53811,12256912,/m/02vxwrd,Wishmaster 4: The Prophecy Fulfilled,2002-10-22,0.0,92.0,"{""/m/02h40lc"": ""English Language""}",{},"{""/m/0g092b"": ""Monster movie"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural""}",49,38157,2002-06-10,Wishmaster 4: The Prophecy Fulfilled,Wishmaster 4: The Prophecy Fulfilled,2002.0
53822,1330220,/m/04t8wq,RoboCop 2,1990-06-22,45681173.0,120.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/04pbhw"": ""Superhero movie"", ""/m/06qln"": ""Stop motion"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action""}",63,5549,1990-06-22,RoboCop 2,RoboCop 2,1990.0
53958,1239956,/m/04l99r,I'm All Right Jack,1959-08-18,0.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0gf28"": ""Parody"", ""/m/0vgkd"": ""Black comedy"", ""/m/06nbt"": ""Satire"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3nyp"": ""Workplace Comedy""}",266,34783,1959-08-18,I'm All Right Jack,I'm All Right Jack,1959.0
53989,10523539,/m/02qgnxq,WarGames 2: The Dead Code,2008-07-29,0.0,99.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",317,14154,2008-07-29,WarGames: The Dead Code,WarGames: The Dead Code,2008.0
54141,17941264,/m/047sckh,Poison Ivy 4: The Secret Society,2008-05-01,0.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/01jfsb"": ""Thriller"", ""/m/01hmnh"": ""Fantasy"", ""/m/07s9rl0"": ""Drama""}",267,18223,2008-07-27,Poison Ivy: The Secret Society,Poison Ivy: The Secret Society,2008.0
54200,583407,/m/02sdp4,Return to Oz,1985-06-21,11137801.0,109.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0hqxf"": ""Family Film"", ""/m/01hmnh"": ""Fantasy"", ""/m/03k9fj"": ""Adventure"", ""/m/06www"": ""Steampunk""}",160,13155,1985-06-21,Return to Oz,Return to Oz,1985.0
54328,699609,/m/033v5p,John Carpenter's Escape from L.A.,1996-08-09,42277365.0,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/01q03"": ""Cult"", ""/m/06n90"": ""Science Fiction"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action"", ""/m/026ny"": ""Dystopia""}",115,10061,1996-08-09,Escape from L.A.,Escape from L.A.,1996.0
54579,512161,/m/02k4tj,Herbie Goes to Monte Carlo,1977-06-24,29000000.0,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n26"": ""Family-Oriented Adventure"", ""/m/0ltv"": ""Auto racing""}",280,14140,1977-06-24,Herbie Goes to Monte Carlo,Herbie Goes to Monte Carlo,1977.0
54782,571383,/m/02r71n,Exorcist II: The Heretic,1977-06-17,30749142.0,112.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/09blyk"": ""Psychological thriller""}",94,11586,1977-06-17,Exorcist II: The Heretic,Exorcist II: The Heretic,1977.0
54843,22644435,/m/05zzsln,Laat de Dokter maar Schuiven,1980,0.0,,"{""/m/02bv9"": ""Dutch Language""}","{""/m/059j2"": ""Netherlands""}","{""/m/01z4y"": ""Comedy""}",715,719228,1980-03-27,Laat de dokter maar schuiven,Laat de dokter maar schuiven,1980.0
54891,2353104,/m/075ztz,"The Karate Kid, Part III",1989-06-30,38956288.0,112.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03_3d"": ""Japan""}","{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/02h8pkk"": ""Family Drama"", ""/m/01z02hx"": ""Sports"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/01j1n2"": ""Coming of age"", ""/m/07s9rl0"": ""Drama"", ""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action""}",54,10495,1989-06-16,The Karate Kid Part III,The Karate Kid Part III,1989.0
55260,2378072,/m/077pcd,The Crow: Wicked Prayer,2005-06-03,0.0,99.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/0fdjb"": ""Supernatural"", ""/m/04pbhw"": ""Superhero movie"", ""/m/0btmb"": ""Superhero"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action""}",165,16456,2005-05-04,The Crow: Wicked Prayer,The Crow: Wicked Prayer,2005.0
55531,1179278,/m/04dx7g,The Dead Pool,1988-07-13,37903295.0,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/02kdv5l"": ""Action"", ""/m/03btsm8"": ""Action/Adventure""}",106,10651,1988-07-13,The Dead Pool,The Dead Pool,1988.0
55638,23891073,/m/076ztvg,Les Bronzés 3 : Amis pour la vie,2006,84.0,97.0,{},"{""/m/0f8l9c"": ""France""}","{""/m/05p553"": ""Comedy film""}",208,21435,2006-02-01,Les Bronzés 3 : Amis pour la vie,French Fried Vacations 3: Friends Forever,2006.0
56034,1336117,/m/04tqd4,Beyond Re-Animator,2003-04-04,0.0,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/06mkj"": ""Spain""}","{""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/01q03"": ""Cult"", ""/m/01z4y"": ""Comedy"", ""/m/0jb4p32"": ""Zombie Film"", ""/m/0d1w9"": ""Prison"", ""/m/0hj3n7f"": ""Horror Comedy""}",281,11429,2003-04-04,Beyond Re-Animator,Beyond Re-Animator,2003.0
56149,25859284,/m/09v1k8t,The Tale of Zatoichi Continues,1962-10-12,0.0,,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03q4nz"": ""World cinema""}",354,16693,1962-10-12,続・座頭市物語,The Tale of Zatoichi Continues,1962.0
56168,1046470,/m/0418wg,Ocean's Twelve,2004-12-08,362744280.0,115.0,"{""/m/064_8sq"": ""French Language"", ""/m/02bv9"": ""Dutch Language"", ""/m/02bjrlw"": ""Italian Language"", ""/m/0653m"": ""Standard Mandarin"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/04btyz"": ""Heist"", ""/m/0hj3m_x"": ""Crime Comedy"", ""/m/0hj3n0w"": ""Ensemble Film"", ""/m/016vh2"": ""Caper story"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01jfsb"": ""Thriller"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}",44,163,2004-12-09,Ocean's Twelve,Ocean's Twelve,2004.0
56247,30816560,/m/0gfdymn,Huckleberry Finn,1931-08-07,0.0,80.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/05p553"": ""Comedy film""}",713,297722,1931-08-07,Huckleberry Finn,Huckleberry Finn,1931.0
56488,4343497,/m/0by57b,Stepfather II,1989,1519796.0,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher""}",293,30666,1989-11-03,Stepfather 2,Stepfather 2,1989.0
56682,16056205,/m/03qmtfz,El Lute II: Tomorrow I'll be Free,1988-04-20,0.0,120.0,"{""/m/06nm1"": ""Spanish Language""}","{""/m/06mkj"": ""Spain""}","{""/m/03bxz7"": ""Biographical film"", ""/m/017fp"": ""Biography"", ""/m/07s9rl0"": ""Drama""}",557,115695,1988-04-20,El Lute II: mañana seré libre,El Lute II: Tomorrow I'll Be Free,1988.0
57280,1594408,/m/05f64z,Turbo: A Power Rangers Movie,1997,9615840.0,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/04pbhw"": ""Superhero movie"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/0btmb"": ""Superhero"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/0hj3myc"": ""Children's Fantasy"", ""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action""}",141,6499,1997-03-27,Turbo: A Power Rangers Movie,Turbo: A Power Rangers Movie,1997.0
57530,4210812,/m/0bq4vz,The Wonderful Wizard of Oz,1910-03-24,0.0,13.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02hmvc"": ""Short Film"", ""/m/06ppq"": ""Silent film"", ""/m/01hmnh"": ""Fantasy"", ""/m/0219x_"": ""Indie"", ""/m/01g6gs"": ""Black-and-white""}",753,677231,1910-05-19,The Land of Oz,The Land of Oz,1910.0
57560,21286292,/m/05fb5js,976-Evil II,1992,0.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror""}",283,28751,1992-01-29,976-EVIL II,976-EVIL II,1992.0
57890,7579751,/m/0kvbps,What Becomes of the Broken Hearted?,1999,0.0,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0ctw_b"": ""New Zealand""}","{""/m/02h8pkk"": ""Family Drama"", ""/m/07s9rl0"": ""Drama""}",455,13893,1999-05-27,What Becomes of the Broken Hearted?,What Becomes of the Broken Hearted?,1999.0
58012,24936868,/m/09gnqh6,Nemesis 2: Nebula,1995-09-26,0.0,83.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action""}",212,63105,1995-08-18,Nemesis 2: Nebula,Nemesis 2: Nebula,1995.0
58266,2091800,/m/06lkfj,Dracula: Prince of Darkness,1966,364937.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/03npn"": ""Horror"", ""/m/0hj3m_c"": ""Costume Horror""}",299,17102,1966-01-09,Dracula: Prince of Darkness,Dracula: Prince of Darkness,1966.0
58342,2826307,/m/0855gb,Children of the Corn III: Urban Harvest,1995-09-12,0.0,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural""}",301,25749,1995-09-12,Children of the Corn III: Urban Harvest,Children of the Corn III: Urban Harvest,1995.0
58758,5652838,/m/0dycv7,Fletch Lives,1989,39450960.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3mzb"": ""Comedy Thriller"", ""/m/01q03"": ""Cult"", ""/m/02n4kr"": ""Mystery"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action"", ""/m/0j5nm"": ""Whodunit""}",262,14628,1989-03-17,Fletch Lives,Fletch Lives,1989.0
58782,3033155,/m/08lzxj,King Kong Lives,1986-12-19,4711220.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0g092b"": ""Monster movie"", ""/m/0219x_"": ""Indie"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action"", ""/m/03k9fj"": ""Adventure""}",260,31947,1986-12-16,King Kong Lives,King Kong Lives,1986.0
59237,20344625,/m/0crsg4n,Tomie: Replay,2000-02-11,0.0,95.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema""}",542,52409,2000-02-11,富江 replay,Tomie: Replay,2000.0
59277,4196336,/m/04j2ycl,Cinderella II: Dreams Come True,2002,0.0,73.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3myq"": ""Children's/Family"", ""/m/0hqxf"": ""Family Film"", ""/m/0bj8m2"": ""Children's"", ""/m/0bxg3"": ""Fairy tale"", ""/m/0hcr"": ""Animation""}",25,14128,2002-02-23,Cinderella II: Dreams Come True,Cinderella II: Dreams Come True,2002.0
59348,4391376,/m/0b_s1v,The Ghost in the Invisible Bikini,1966,0.0,82.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3n62"": ""Heavenly Comedy"", ""/m/0hj3mw3"": ""Beach Film""}",596,86343,1966-04-06,The Ghost in the Invisible Bikini,The Ghost in the Invisible Bikini,1966.0
